Date,Time,CminusO,DCminusDO,DOminusYC
1140627,950,-1,-24,-2
1140627,955,-1,-24,-2
1140627,1000,-5,-24,-2
1140627,1005,0,-24,-2
1140627,1010,-3,-24,-2
1140627,1015,-1,-24,-2
1140627,1020,4,-24,-2
1140627,1025,1,-24,-2
1140627,1030,-3,-24,-2
1140627,1035,0,-24,-2
1140627,1040,2,-24,-2
1140627,1045,2,-24,-2
1140627,1050,-4,-24,-2
1140627,1055,-2,-24,-2
1140627,1100,1,-24,-2
1140627,1105,2,-24,-2
1140627,1110,-2,-24,-2
1140627,1115,0,-24,-2
1140627,1120,1,-24,-2
1140627,1125,2,-24,-2
1140627,1130,0,-24,-2
1140627,1135,4,-24,-2
1140627,1140,-2,-24,-2
1140627,1145,0,-24,-2
1140627,1150,0,-24,-2
1140627,1155,-3,-24,-2
1140627,1200,0,-24,-2
1140627,1205,1,-24,-2
1140627,1210,0,-24,-2
1140627,1215,2,-24,-2
1140627,1220,1,-24,-2
1140627,1225,-1,-24,-2
1140627,1230,0,-24,-2
1140627,1235,2,-24,-2
1140627,1240,-1,-24,-2
1140627,1245,2,-24,-2
1140627,1250,9,-24,-2
1140627,1255,-5,-24,-2
1140627,1300,-1,-24,-2
1140627,1305,0,-24,-2
1140627,1310,-1,-24,-2
1140627,1315,-2,-24,-2
1140627,1320,-3,-24,-2
1140627,1325,3,-24,-2
1140627,1330,-7,-24,-2
1140627,1335,-8,-24,-2
1140627,1340,-3,-24,-2
1140627,1345,-2,-24,-2
1140630,850,5,70,13
1140630,855,0,70,13
1140630,900,1,70,13
1140630,905,5,70,13
1140630,910,6,70,13
1140630,915,0,70,13
1140630,920,13,70,13
1140630,925,-2,70,13
1140630,930,2,70,13
1140630,935,-3,70,13
1140630,940,5,70,13
1140630,945,1,70,13
1140630,950,-2,70,13
1140630,955,2,70,13
1140630,1000,4,70,13
1140630,1005,13,70,13
1140630,1010,0,70,13
1140630,1015,6,70,13
1140630,1020,-3,70,13
1140630,1025,1,70,13
1140630,1030,-4,70,13
1140630,1035,-4,70,13
1140630,1040,5,70,13
1140630,1045,0,70,13
1140630,1050,-2,70,13
1140630,1055,-1,70,13
1140630,1100,3,70,13
1140630,1105,1,70,13
1140630,1110,2,70,13
1140630,1115,5,70,13
1140630,1120,-5,70,13
1140630,1125,4,70,13
1140630,1130,-2,70,13
1140630,1135,1,70,13
1140630,1140,-2,70,13
1140630,1145,3,70,13
1140630,1150,7,70,13
1140630,1155,4,70,13
1140630,1200,-2,70,13
1140630,1205,-4,70,13
1140630,1210,4,70,13
1140630,1215,-1,70,13
1140630,1220,2,70,13
1140630,1225,-2,70,13
1140630,1230,-2,70,13
1140630,1235,0,70,13
1140630,1240,2,70,13
1140630,1245,-2,70,13
1140630,1250,3,70,13
1140630,1255,0,70,13
1140630,1300,7,70,13
1140630,1305,-9,70,13
1140630,1310,0,70,13
1140630,1315,-1,70,13
1140630,1320,1,70,13
1140630,1325,4,70,13
1140630,1330,-3,70,13
1140630,1335,-5,70,13
1140630,1340,1,70,13
1140630,1345,-2,70,13
1140701,850,1,85,9
1140701,855,-5,85,9
1140701,900,3,85,9
1140701,905,-2,85,9
1140701,910,-6,85,9
1140701,915,-2,85,9
1140701,920,2,85,9
1140701,925,17,85,9
1140701,930,4,85,9
1140701,935,1,85,9
1140701,940,19,85,9
1140701,945,-4,85,9
1140701,950,12,85,9
1140701,955,-5,85,9
1140701,1000,4,85,9
1140701,1005,1,85,9
1140701,1010,26,85,9
1140701,1015,-4,85,9
1140701,1020,1,85,9
1140701,1025,-4,85,9
1140701,1030,-4,85,9
1140701,1035,-3,85,9
1140701,1040,11,85,9
1140701,1045,-2,85,9
1140701,1050,3,85,9
1140701,1055,2,85,9
1140701,1100,-1,85,9
1140701,1105,4,85,9
1140701,1110,8,85,9
1140701,1115,2,85,9
1140701,1120,-6,85,9
1140701,1125,1,85,9
1140701,1130,2,85,9
1140701,1135,5,85,9
1140701,1140,15,85,9
1140701,1145,0,85,9
1140701,1150,-11,85,9
1140701,1155,3,85,9
1140701,1200,-10,85,9
1140701,1205,2,85,9
1140701,1210,4,85,9
1140701,1215,2,85,9
1140701,1220,-1,85,9
1140701,1225,-1,85,9
1140701,1230,-2,85,9
1140701,1235,7,85,9
1140701,1240,1,85,9
1140701,1245,-1,85,9
1140701,1250,-1,85,9
1140701,1255,-5,85,9
1140701,1300,-1,85,9
1140701,1305,2,85,9
1140701,1310,-2,85,9
1140701,1315,1,85,9
1140701,1320,-1,85,9
1140701,1325,1,85,9
1140701,1330,-1,85,9
1140701,1335,-7,85,9
1140701,1340,-6,85,9
1140701,1345,11,85,9
1140702,850,8,-2,20
1140702,855,5,-2,20
1140702,900,4,-2,20
1140702,905,1,-2,20
1140702,910,-4,-2,20
1140702,915,0,-2,20
1140702,920,11,-2,20
1140702,925,-1,-2,20
1140702,930,1,-2,20
1140702,935,-8,-2,20
1140702,940,8,-2,20
1140702,945,3,-2,20
1140702,950,7,-2,20
1140702,955,1,-2,20
1140702,1000,-1,-2,20
1140702,1005,2,-2,20
1140702,1010,-3,-2,20
1140702,1015,4,-2,20
1140702,1020,9,-2,20
1140702,1025,8,-2,20
1140702,1030,-1,-2,20
1140702,1035,2,-2,20
1140702,1040,14,-2,20
1140702,1045,6,-2,20
1140702,1050,2,-2,20
1140702,1055,-4,-2,20
1140702,1100,-3,-2,20
1140702,1105,0,-2,20
1140702,1110,5,-2,20
1140702,1115,-4,-2,20
1140702,1120,-4,-2,20
1140702,1125,-6,-2,20
1140702,1130,-14,-2,20
1140702,1135,-36,-2,20
1140702,1140,-9,-2,20
1140702,1145,4,-2,20
1140702,1150,3,-2,20
1140702,1155,-1,-2,20
1140702,1200,-4,-2,20
1140702,1205,-8,-2,20
1140702,1210,-22,-2,20
1140702,1215,-39,-2,20
1140702,1220,11,-2,20
1140702,1225,25,-2,20
1140702,1230,6,-2,20
1140702,1235,-3,-2,20
1140702,1240,5,-2,20
1140702,1245,-3,-2,20
1140702,1250,-6,-2,20
1140702,1255,2,-2,20
1140702,1300,-3,-2,20
1140702,1305,-2,-2,20
1140702,1310,3,-2,20
1140702,1315,6,-2,20
1140702,1320,7,-2,20
1140702,1325,-7,-2,20
1140702,1330,3,-2,20
1140702,1335,12,-2,20
1140702,1340,5,-2,20
1140702,1345,3,-2,20
1140703,850,0,59,-6
1140703,855,-21,59,-6
1140703,900,21,59,-6
1140703,905,-7,59,-6
1140703,910,-3,59,-6
1140703,915,-1,59,-6
1140703,920,3,59,-6
1140703,925,9,59,-6
1140703,930,-9,59,-6
1140703,935,4,59,-6
1140703,940,-6,59,-6
1140703,945,-6,59,-6
1140703,950,11,59,-6
1140703,955,4,59,-6
1140703,1000,7,59,-6
1140703,1005,13,59,-6
1140703,1010,18,59,-6
1140703,1015,-3,59,-6
1140703,1020,8,59,-6
1140703,1025,0,59,-6
1140703,1030,-12,59,-6
1140703,1035,4,59,-6
1140703,1040,2,59,-6
1140703,1045,3,59,-6
1140703,1050,5,59,-6
1140703,1055,0,59,-6
1140703,1100,-1,59,-6
1140703,1105,1,59,-6
1140703,1110,7,59,-6
1140703,1115,-10,59,-6
1140703,1120,3,59,-6
1140703,1125,-16,59,-6
1140703,1130,7,59,-6
1140703,1135,-4,59,-6
1140703,1140,2,59,-6
1140703,1145,7,59,-6
1140703,1150,-1,59,-6
1140703,1155,3,59,-6
1140703,1200,-4,59,-6
1140703,1205,4,59,-6
1140703,1210,-1,59,-6
1140703,1215,7,59,-6
1140703,1220,-1,59,-6
1140703,1225,6,59,-6
1140703,1230,6,59,-6
1140703,1235,-12,59,-6
1140703,1240,-1,59,-6
1140703,1245,-1,59,-6
1140703,1250,3,59,-6
1140703,1255,2,59,-6
1140703,1300,-2,59,-6
1140703,1305,2,59,-6
1140703,1310,-1,59,-6
1140703,1315,0,59,-6
1140703,1320,3,59,-6
1140703,1325,-2,59,-6
1140703,1330,-7,59,-6
1140703,1335,4,59,-6
1140703,1340,2,59,-6
1140703,1345,3,59,-6
1140704,850,-3,-35,33
1140704,855,2,-35,33
1140704,900,-4,-35,33
1140704,905,-11,-35,33
1140704,910,5,-35,33
1140704,915,-40,-35,33
1140704,920,4,-35,33
1140704,925,-13,-35,33
1140704,930,-15,-35,33
1140704,935,14,-35,33
1140704,940,11,-35,33
1140704,945,-13,-35,33
1140704,950,-7,-35,33
1140704,955,12,-35,33
1140704,1000,-2,-35,33
1140704,1005,8,-35,33
1140704,1010,2,-35,33
1140704,1015,-3,-35,33
1140704,1020,5,-35,33
1140704,1025,-1,-35,33
1140704,1030,18,-35,33
1140704,1035,-3,-35,33
1140704,1040,-3,-35,33
1140704,1045,2,-35,33
1140704,1050,1,-35,33
1140704,1055,1,-35,33
1140704,1100,3,-35,33
1140704,1105,-4,-35,33
1140704,1110,-17,-35,33
1140704,1115,-4,-35,33
1140704,1120,6,-35,33
1140704,1125,6,-35,33
1140704,1130,8,-35,33
1140704,1135,-3,-35,33
1140704,1140,1,-35,33
1140704,1145,-2,-35,33
1140704,1150,7,-35,33
1140704,1155,-2,-35,33
1140704,1200,-6,-35,33
1140704,1205,1,-35,33
1140704,1210,4,-35,33
1140704,1215,-2,-35,33
1140704,1220,-1,-35,33
1140704,1225,-11,-35,33
1140704,1230,0,-35,33
1140704,1235,7,-35,33
1140704,1240,2,-35,33
1140704,1245,-1,-35,33
1140704,1250,0,-35,33
1140704,1255,1,-35,33
1140704,1300,-1,-35,33
1140704,1305,-2,-35,33
1140704,1310,-1,-35,33
1140704,1315,3,-35,33
1140704,1320,0,-35,33
1140704,1325,-9,-35,33
1140704,1330,3,-35,33
1140704,1335,1,-35,33
1140704,1340,3,-35,33
1140704,1345,0,-35,33
1140707,850,-22,-1,-1
1140707,855,1,-1,-1
1140707,900,1,-1,-1
1140707,905,-10,-1,-1
1140707,910,5,-1,-1
1140707,915,7,-1,-1
1140707,920,-2,-1,-1
1140707,925,7,-1,-1
1140707,930,2,-1,-1
1140707,935,-4,-1,-1
1140707,940,-1,-1,-1
1140707,945,12,-1,-1
1140707,950,-2,-1,-1
1140707,955,0,-1,-1
1140707,1000,-7,-1,-1
1140707,1005,-7,-1,-1
1140707,1010,0,-1,-1
1140707,1015,-6,-1,-1
1140707,1020,-15,-1,-1
1140707,1025,0,-1,-1
1140707,1030,3,-1,-1
1140707,1035,3,-1,-1
1140707,1040,5,-1,-1
1140707,1045,2,-1,-1
1140707,1050,-3,-1,-1
1140707,1055,-4,-1,-1
1140707,1100,3,-1,-1
1140707,1105,4,-1,-1
1140707,1110,1,-1,-1
1140707,1115,-3,-1,-1
1140707,1120,-1,-1,-1
1140707,1125,-1,-1,-1
1140707,1130,0,-1,-1
1140707,1135,5,-1,-1
1140707,1140,-1,-1,-1
1140707,1145,3,-1,-1
1140707,1150,4,-1,-1
1140707,1155,1,-1,-1
1140707,1200,6,-1,-1
1140707,1205,-3,-1,-1
1140707,1210,8,-1,-1
1140707,1215,-5,-1,-1
1140707,1220,7,-1,-1
1140707,1225,-4,-1,-1
1140707,1230,0,-1,-1
1140707,1235,-3,-1,-1
1140707,1240,2,-1,-1
1140707,1245,-1,-1,-1
1140707,1250,-7,-1,-1
1140707,1255,9,-1,-1
1140707,1300,2,-1,-1
1140707,1305,-3,-1,-1
1140707,1310,2,-1,-1
1140707,1315,2,-1,-1
1140707,1320,-2,-1,-1
1140707,1325,2,-1,-1
1140707,1330,0,-1,-1
1140707,1335,7,-1,-1
1140707,1340,1,-1,-1
1140707,1345,3,-1,-1
1140708,850,1,26,1
1140708,855,0,26,1
1140708,900,-4,26,1
1140708,905,9,26,1
1140708,910,-3,26,1
1140708,915,-12,26,1
1140708,920,1,26,1
1140708,925,6,26,1
1140708,930,3,26,1
1140708,935,6,26,1
1140708,940,-3,26,1
1140708,945,9,26,1
1140708,950,0,26,1
1140708,955,-3,26,1
1140708,1000,7,26,1
1140708,1005,-4,26,1
1140708,1010,-1,26,1
1140708,1015,-6,26,1
1140708,1020,-2,26,1
1140708,1025,1,26,1
1140708,1030,-1,26,1
1140708,1035,1,26,1
1140708,1040,-7,26,1
1140708,1045,4,26,1
1140708,1050,-1,26,1
1140708,1055,3,26,1
1140708,1100,1,26,1
1140708,1105,0,26,1
1140708,1110,1,26,1
1140708,1115,2,26,1
1140708,1120,3,26,1
1140708,1125,-1,26,1
1140708,1130,5,26,1
1140708,1135,0,26,1
1140708,1140,4,26,1
1140708,1145,2,26,1
1140708,1150,0,26,1
1140708,1155,4,26,1
1140708,1200,-1,26,1
1140708,1205,-1,26,1
1140708,1210,2,26,1
1140708,1215,3,26,1
1140708,1220,-1,26,1
1140708,1225,3,26,1
1140708,1230,-5,26,1
1140708,1235,-1,26,1
1140708,1240,0,26,1
1140708,1245,7,26,1
1140708,1250,0,26,1
1140708,1255,4,26,1
1140708,1300,0,26,1
1140708,1305,-5,26,1
1140708,1310,-5,26,1
1140708,1315,3,26,1
1140708,1320,0,26,1
1140708,1325,-2,26,1
1140708,1330,-5,26,1
1140708,1335,4,26,1
1140708,1340,-1,26,1
1140708,1345,2,26,1
1140709,850,11,15,-28
1140709,855,3,15,-28
1140709,900,-2,15,-28
1140709,905,3,15,-28
1140709,910,8,15,-28
1140709,915,0,15,-28
1140709,920,-4,15,-28
1140709,925,2,15,-28
1140709,930,-8,15,-28
1140709,935,0,15,-28
1140709,940,2,15,-28
1140709,945,-5,15,-28
1140709,950,3,15,-28
1140709,955,-4,15,-28
1140709,1000,-1,15,-28
1140709,1005,-13,15,-28
1140709,1010,0,15,-28
1140709,1015,-2,15,-28
1140709,1020,7,15,-28
1140709,1025,0,15,-28
1140709,1030,8,15,-28
1140709,1035,-4,15,-28
1140709,1040,0,15,-28
1140709,1045,6,15,-28
1140709,1050,4,15,-28
1140709,1055,0,15,-28
1140709,1100,4,15,-28
1140709,1105,1,15,-28
1140709,1110,-4,15,-28
1140709,1115,-1,15,-28
1140709,1120,-4,15,-28
1140709,1125,-2,15,-28
1140709,1130,4,15,-28
1140709,1135,1,15,-28
1140709,1140,1,15,-28
1140709,1145,4,15,-28
1140709,1150,-2,15,-28
1140709,1155,-2,15,-28
1140709,1200,-3,15,-28
1140709,1205,1,15,-28
1140709,1210,-2,15,-28
1140709,1215,-2,15,-28
1140709,1220,1,15,-28
1140709,1225,-1,15,-28
1140709,1230,5,15,-28
1140709,1235,4,15,-28
1140709,1240,2,15,-28
1140709,1245,-3,15,-28
1140709,1250,0,15,-28
1140709,1255,1,15,-28
1140709,1300,-4,15,-28
1140709,1305,1,15,-28
1140709,1310,-1,15,-28
1140709,1315,-4,15,-28
1140709,1320,4,15,-28
1140709,1325,1,15,-28
1140709,1330,0,15,-28
1140709,1335,-1,15,-28
1140709,1340,2,15,-28
1140709,1345,1,15,-28
1140710,850,0,87,1
1140710,855,2,87,1
1140710,900,4,87,1
1140710,905,2,87,1
1140710,910,7,87,1
1140710,915,9,87,1
1140710,920,13,87,1
1140710,925,16,87,1
1140710,930,-2,87,1
1140710,935,-1,87,1
1140710,940,-5,87,1
1140710,945,3,87,1
1140710,950,4,87,1
1140710,955,3,87,1
1140710,1000,-1,87,1
1140710,1005,-14,87,1
1140710,1010,5,87,1
1140710,1015,6,87,1
1140710,1020,-1,87,1
1140710,1025,3,87,1
1140710,1030,-3,87,1
1140710,1035,-1,87,1
1140710,1040,7,87,1
1140710,1045,1,87,1
1140710,1050,-2,87,1
1140710,1055,1,87,1
1140710,1100,6,87,1
1140710,1105,0,87,1
1140710,1110,5,87,1
1140710,1115,1,87,1
1140710,1120,0,87,1
1140710,1125,-4,87,1
1140710,1130,3,87,1
1140710,1135,3,87,1
1140710,1140,6,87,1
1140710,1145,2,87,1
1140710,1150,-4,87,1
1140710,1155,2,87,1
1140710,1200,2,87,1
1140710,1205,1,87,1
1140710,1210,-3,87,1
1140710,1215,-4,87,1
1140710,1220,-1,87,1
1140710,1225,5,87,1
1140710,1230,-1,87,1
1140710,1235,0,87,1
1140710,1240,-7,87,1
1140710,1245,1,87,1
1140710,1250,0,87,1
1140710,1255,5,87,1
1140710,1300,-2,87,1
1140710,1305,-1,87,1
1140710,1310,-2,87,1
1140710,1315,0,87,1
1140710,1320,3,87,1
1140710,1325,2,87,1
1140710,1330,-1,87,1
1140710,1335,5,87,1
1140710,1340,1,87,1
1140710,1345,4,87,1
1140711,850,0,-53,-13
1140711,855,1,-53,-13
1140711,900,-4,-53,-13
1140711,905,-1,-53,-13
1140711,910,-11,-53,-13
1140711,915,8,-53,-13
1140711,920,-4,-53,-13
1140711,925,-6,-53,-13
1140711,930,16,-53,-13
1140711,935,3,-53,-13
1140711,940,-3,-53,-13
1140711,945,9,-53,-13
1140711,950,-3,-53,-13
1140711,955,0,-53,-13
1140711,1000,0,-53,-13
1140711,1005,-1,-53,-13
1140711,1010,-2,-53,-13
1140711,1015,10,-53,-13
1140711,1020,7,-53,-13
1140711,1025,0,-53,-13
1140711,1030,1,-53,-13
1140711,1035,-5,-53,-13
1140711,1040,-8,-53,-13
1140711,1045,-1,-53,-13
1140711,1050,-3,-53,-13
1140711,1055,-8,-53,-13
1140711,1100,-2,-53,-13
1140711,1105,3,-53,-13
1140711,1110,0,-53,-13
1140711,1115,-12,-53,-13
1140711,1120,7,-53,-13
1140711,1125,8,-53,-13
1140711,1130,-4,-53,-13
1140711,1135,-4,-53,-13
1140711,1140,-24,-53,-13
1140711,1145,-3,-53,-13
1140711,1150,-10,-53,-13
1140711,1155,-17,-53,-13
1140711,1200,-10,-53,-13
1140711,1205,19,-53,-13
1140711,1210,-3,-53,-13
1140711,1215,15,-53,-13
1140711,1220,-17,-53,-13
1140711,1225,7,-53,-13
1140711,1230,-2,-53,-13
1140711,1235,-3,-53,-13
1140711,1240,-16,-53,-13
1140711,1245,2,-53,-13
1140711,1250,3,-53,-13
1140711,1255,-4,-53,-13
1140711,1300,7,-53,-13
1140711,1305,2,-53,-13
1140711,1310,-3,-53,-13
1140711,1315,4,-53,-13
1140711,1320,0,-53,-13
1140711,1325,4,-53,-13
1140711,1330,-7,-53,-13
1140711,1335,11,-53,-13
1140711,1340,-4,-53,-13
1140711,1345,2,-53,-13
1140714,850,14,48,-8
1140714,855,8,48,-8
1140714,900,1,48,-8
1140714,905,-8,48,-8
1140714,910,-7,48,-8
1140714,915,6,48,-8
1140714,920,0,48,-8
1140714,925,6,48,-8
1140714,930,3,48,-8
1140714,935,2,48,-8
1140714,940,0,48,-8
1140714,945,0,48,-8
1140714,950,7,48,-8
1140714,955,4,48,-8
1140714,1000,-3,48,-8
1140714,1005,-1,48,-8
1140714,1010,5,48,-8
1140714,1015,3,48,-8
1140714,1020,-1,48,-8
1140714,1025,2,48,-8
1140714,1030,-1,48,-8
1140714,1035,-7,48,-8
1140714,1040,-2,48,-8
1140714,1045,6,48,-8
1140714,1050,-10,48,-8
1140714,1055,3,48,-8
1140714,1100,-1,48,-8
1140714,1105,11,48,-8
1140714,1110,-5,48,-8
1140714,1115,3,48,-8
1140714,1120,1,48,-8
1140714,1125,-2,48,-8
1140714,1130,2,48,-8
1140714,1135,1,48,-8
1140714,1140,-1,48,-8
1140714,1145,-3,48,-8
1140714,1150,1,48,-8
1140714,1155,-2,48,-8
1140714,1200,3,48,-8
1140714,1205,2,48,-8
1140714,1210,-1,48,-8
1140714,1215,-3,48,-8
1140714,1220,0,48,-8
1140714,1225,4,48,-8
1140714,1230,-1,48,-8
1140714,1235,5,48,-8
1140714,1240,-4,48,-8
1140714,1245,2,48,-8
1140714,1250,-4,48,-8
1140714,1255,1,48,-8
1140714,1300,3,48,-8
1140714,1305,-2,48,-8
1140714,1310,2,48,-8
1140714,1315,3,48,-8
1140714,1320,1,48,-8
1140714,1325,0,48,-8
1140714,1330,-7,48,-8
1140714,1335,1,48,-8
1140714,1340,0,48,-8
1140714,1345,7,48,-8
1140715,850,-17,-14,48
1140715,855,3,-14,48
1140715,900,-2,-14,48
1140715,905,-7,-14,48
1140715,910,-2,-14,48
1140715,915,13,-14,48
1140715,920,6,-14,48
1140715,925,-3,-14,48
1140715,930,-1,-14,48
1140715,935,2,-14,48
1140715,940,0,-14,48
1140715,945,4,-14,48
1140715,950,-5,-14,48
1140715,955,1,-14,48
1140715,1000,-6,-14,48
1140715,1005,1,-14,48
1140715,1010,-7,-14,48
1140715,1015,-1,-14,48
1140715,1020,8,-14,48
1140715,1025,1,-14,48
1140715,1030,0,-14,48
1140715,1035,3,-14,48
1140715,1040,1,-14,48
1140715,1045,0,-14,48
1140715,1050,0,-14,48
1140715,1055,0,-14,48
1140715,1100,-1,-14,48
1140715,1105,2,-14,48
1140715,1110,-2,-14,48
1140715,1115,-1,-14,48
1140715,1120,4,-14,48
1140715,1125,-12,-14,48
1140715,1130,2,-14,48
1140715,1135,-5,-14,48
1140715,1140,0,-14,48
1140715,1145,-5,-14,48
1140715,1150,-2,-14,48
1140715,1155,-3,-14,48
1140715,1200,-1,-14,48
1140715,1205,6,-14,48
1140715,1210,-2,-14,48
1140715,1215,0,-14,48
1140715,1220,7,-14,48
1140715,1225,-1,-14,48
1140715,1230,3,-14,48
1140715,1235,-2,-14,48
1140715,1240,1,-14,48
1140715,1245,1,-14,48
1140715,1250,1,-14,48
1140715,1255,-1,-14,48
1140715,1300,0,-14,48
1140715,1305,0,-14,48
1140715,1310,1,-14,48
1140715,1315,1,-14,48
1140715,1320,3,-14,48
1140715,1325,-2,-14,48
1140715,1330,-1,-14,48
1140715,1335,2,-14,48
1140715,1340,3,-14,48
1140715,1345,0,-14,48
1140716,850,2,-64,-14
1140716,855,-3,-64,-14
1140716,900,0,-64,-14
1140716,905,14,-64,-14
1140716,910,-8,-64,-14
1140716,915,-14,-64,-14
1140716,920,4,-64,-14
1140716,925,3,-64,-14
1140716,930,7,-64,-14
1140716,935,-4,-64,-14
1140716,940,2,-64,-14
1140716,945,1,-64,-14
1140716,950,-3,-64,-14
1140716,955,-1,-64,-14
1140716,1000,-4,-64,-14
1140716,1005,-2,-64,-14
1140716,1010,-2,-64,-14
1140716,1015,-3,-64,-14
1140716,1020,-9,-64,-14
1140716,1025,5,-64,-14
1140716,1030,-9,-64,-14
1140716,1035,4,-64,-14
1140716,1040,0,-64,-14
1140716,1045,3,-64,-14
1140716,1050,3,-64,-14
1140716,1055,0,-64,-14
1140716,1100,2,-64,-14
1140716,1105,-3,-64,-14
1140716,1110,1,-64,-14
1140716,1115,1,-64,-14
1140716,1120,-6,-64,-14
1140716,1125,1,-64,-14
1140716,1130,-1,-64,-14
1140716,1135,-3,-64,-14
1140716,1140,-5,-64,-14
1140716,1145,2,-64,-14
1140716,1150,-1,-64,-14
1140716,1155,-2,-64,-14
1140716,1200,2,-64,-14
1140716,1205,-17,-64,-14
1140716,1210,-11,-64,-14
1140716,1215,4,-64,-14
1140716,1220,-3,-64,-14
1140716,1225,-9,-64,-14
1140716,1230,10,-64,-14
1140716,1235,0,-64,-14
1140716,1240,-2,-64,-14
1140716,1245,-8,-64,-14
1140716,1250,7,-64,-14
1140716,1255,6,-64,-14
1140716,1300,-1,-64,-14
1140716,1305,-14,-64,-14
1140716,1310,-1,-64,-14
1140716,1315,0,-64,-14
1140716,1320,4,-64,-14
1140716,1325,-1,-64,-14
1140716,1330,1,-64,-14
1140717,850,-6,-36,-91
1140717,855,-2,-36,-91
1140717,900,1,-36,-91
1140717,905,-7,-36,-91
1140717,910,17,-36,-91
1140717,915,-10,-36,-91
1140717,920,-16,-36,-91
1140717,925,10,-36,-91
1140717,930,2,-36,-91
1140717,935,-2,-36,-91
1140717,940,4,-36,-91
1140717,945,4,-36,-91
1140717,950,-6,-36,-91
1140717,955,-1,-36,-91
1140717,1000,4,-36,-91
1140717,1005,-1,-36,-91
1140717,1010,-1,-36,-91
1140717,1015,-6,-36,-91
1140717,1020,3,-36,-91
1140717,1025,-5,-36,-91
1140717,1030,0,-36,-91
1140717,1035,0,-36,-91
1140717,1040,-2,-36,-91
1140717,1045,-9,-36,-91
1140717,1050,-4,-36,-91
1140717,1055,-12,-36,-91
1140717,1100,-11,-36,-91
1140717,1105,7,-36,-91
1140717,1110,-4,-36,-91
1140717,1115,8,-36,-91
1140717,1120,-4,-36,-91
1140717,1125,1,-36,-91
1140717,1130,3,-36,-91
1140717,1135,-8,-36,-91
1140717,1140,-5,-36,-91
1140717,1145,-3,-36,-91
1140717,1150,6,-36,-91
1140717,1155,0,-36,-91
1140717,1200,-1,-36,-91
1140717,1205,2,-36,-91
1140717,1210,-7,-36,-91
1140717,1215,-1,-36,-91
1140717,1220,4,-36,-91
1140717,1225,3,-36,-91
1140717,1230,3,-36,-91
1140717,1235,-7,-36,-91
1140717,1240,6,-36,-91
1140717,1245,-3,-36,-91
1140717,1250,1,-36,-91
1140717,1255,1,-36,-91
1140717,1300,5,-36,-91
1140717,1305,-2,-36,-91
1140717,1310,-7,-36,-91
1140717,1315,1,-36,-91
1140717,1320,5,-36,-91
1140717,1325,-1,-36,-91
1140717,1330,9,-36,-91
1140717,1335,1,-36,-91
1140717,1340,6,-36,-91
1140717,1345,-2,-36,-91
1140718,850,12,55,-71
1140718,855,-1,55,-71
1140718,900,0,55,-71
1140718,905,9,55,-71
1140718,910,13,55,-71
1140718,915,-9,55,-71
1140718,920,-2,55,-71
1140718,925,4,55,-71
1140718,930,10,55,-71
1140718,935,16,55,-71
1140718,940,4,55,-71
1140718,945,6,55,-71
1140718,950,-5,55,-71
1140718,955,4,55,-71
1140718,1000,-6,55,-71
1140718,1005,12,55,-71
1140718,1010,-3,55,-71
1140718,1015,4,55,-71
1140718,1020,9,55,-71
1140718,1025,-6,55,-71
1140718,1030,5,55,-71
1140718,1035,12,55,-71
1140718,1040,-8,55,-71
1140718,1045,4,55,-71
1140718,1050,0,55,-71
1140718,1055,-3,55,-71
1140718,1100,2,55,-71
1140718,1105,-6,55,-71
1140718,1110,-11,55,-71
1140718,1115,-6,55,-71
1140718,1120,-2,55,-71
1140718,1125,4,55,-71
1140718,1130,1,55,-71
1140718,1135,-3,55,-71
1140718,1140,0,55,-71
1140718,1145,-4,55,-71
1140718,1150,6,55,-71
1140718,1155,4,55,-71
1140718,1200,-3,55,-71
1140718,1205,4,55,-71
1140718,1210,-2,55,-71
1140718,1215,-6,55,-71
1140718,1220,2,55,-71
1140718,1225,1,55,-71
1140718,1230,-3,55,-71
1140718,1235,2,55,-71
1140718,1240,0,55,-71
1140718,1245,7,55,-71
1140718,1250,9,55,-71
1140718,1255,-1,55,-71
1140718,1300,-6,55,-71
1140718,1305,3,55,-71
1140718,1310,-1,55,-71
1140718,1315,0,55,-71
1140718,1320,-8,55,-71
1140718,1325,-2,55,-71
1140718,1330,-3,55,-71
1140718,1335,7,55,-71
1140718,1340,-4,55,-71
1140718,1345,-8,55,-71
1140721,850,-3,-16,40
1140721,855,4,-16,40
1140721,900,2,-16,40
1140721,905,15,-16,40
1140721,910,-4,-16,40
1140721,915,12,-16,40
1140721,920,1,-16,40
1140721,925,-3,-16,40
1140721,930,-3,-16,40
1140721,935,-1,-16,40
1140721,940,2,-16,40
1140721,945,0,-16,40
1140721,950,-2,-16,40
1140721,955,-1,-16,40
1140721,1000,0,-16,40
1140721,1005,3,-16,40
1140721,1010,2,-16,40
1140721,1015,-3,-16,40
1140721,1020,-7,-16,40
1140721,1025,-4,-16,40
1140721,1030,8,-16,40
1140721,1035,-3,-16,40
1140721,1040,-18,-16,40
1140721,1045,-12,-16,40
1140721,1050,8,-16,40
1140721,1055,-3,-16,40
1140721,1100,7,-16,40
1140721,1105,0,-16,40
1140721,1110,-1,-16,40
1140721,1115,-1,-16,40
1140721,1120,-2,-16,40
1140721,1125,3,-16,40
1140721,1130,-1,-16,40
1140721,1135,6,-16,40
1140721,1140,-5,-16,40
